Advert Reference,Property Reference,Property Address,Bid Opening Date,Bid Closing Date,Number Of Bedrooms,Number Of Bedspaces,Total Bidders,Successful Bid Points,Ward Code,Ward Name,Lower Super Output Area Code,Lower Super Output Area Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
194815,31158,"Flat 64, Waxham, Mansfield Road, London, NW3 2JJ",20/04/2017,24/04/2017,1,2,140,630,E05000134,Gospel Oak,E01000890,,527854,185408,-0.157295,51.55308,"(51.55308, -0.157295)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187168,20306,"Flat 2, Beedon, Peckwater Street, London, NW5 2TY",09/06/2016,13/06/2016,0,1,147,360,E05000139,Kentish Town,E01000925,,529233,185112,-0.137525,51.550106,"(51.550106, -0.137525)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288760,28716,"Flat 7, Princes Park Apartments North, 52 Prince Of Wales Road, London, NW5 3LN",11/02/2016,15/02/2016,1,2,196,400,E05000136,Haverstock,E01000901,,528577,184740,-0.147117,51.546913,"(51.546913, -0.147117)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186110,39590,"Flat C,14 Frognal Lane,London,NW3 7DU",24/11/2016,28/11/2016,2,4,559,1150,E05000133,Frognal and Fitzjohns,E01000880,,525816,185382,-0.186683,51.553304,"(51.553304, -0.186683)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187700,19791,"Flat 19, Farjeon House, Hilgrove Road, London, NW6 4TL",26/01/2017,30/01/2017,2,4,489,550,E05000144,Swiss Cottage,E01000961,,526597,184154,-0.175866,51.542094,"(51.542094, -0.175866)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181825,23323,"Flat 27, Kilburn Gate, Kilburn Priory, London, NW6 5ND",28/01/2016,01/02/2016,2,3,401,490,E05000140,Kilburn,E01000930,,525683,183446,-0.189291,51.535935,"(51.535935, -0.189291)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288653,29863,"Flat A, 23 North Villas, London, NW1 9BL",03/11/2016,07/11/2016,1,2,111,330,E05000131,Cantelowes,E01000869,,529784,184737,-0.129721,51.54661,"(51.54661, -0.129721)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288652,30090,"Flat 3, The Alcazar, Phoenix Street, London, WC2H 8BS",10/11/2016,14/11/2016,1,2,100,350,E05000138,Holborn and Covent Garden,E01000919,,529929,181183,-0.128941,51.514638,"(51.514638, -0.128941)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104674,6509,"61 Maiden Lane, London, NW1 9YN",20/07/2017,24/07/2017,1,2,108,360,E05000131,Cantelowes,E01000868,,530002,184307,-0.126737,51.542696,"(51.542696, -0.126737)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184314,31601,"Flat 7, Bernard Shaw Court, St Pancras Way, London, NW1 9NG",04/02/2016,08/02/2016,1,2,205,480,E05000131,Cantelowes,E01000867,,529209,184309,-0.138165,51.542896,"(51.542896, -0.138165)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286145,30428,"Apartment 601, Lily Building, Heritage Lane, London, NW6 2BZ",31/08/2017,04/09/2017,3,5,151,630,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288665,29767,"Flat 5, Rubicon Court, 3 York Way, London, N1C 4AE",13/10/2016,17/10/2016,4,6,77,230,E05000143,St Pancras and Somers Town,E01000953,,530229,183840,-0.123639,51.538447,"(51.538447, -0.123639)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194621,4563,"37 Barlow Road, London, NW6 2BJ",15/06/2017,19/06/2017,3,4,308,840,E05000132,Fortune Green,E01000876,,524804,184908,-0.20144,51.549269,"(51.549269, -0.20144)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195513,39958,"Flat C, 3 Leighton Grove, London, NW5 2RA",28/01/2016,01/02/2016,1,2,202,385,E05000139,Kentish Town,E01000924,,529384,185240,-0.135301,51.551222,"(51.551222, -0.135301)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288758,28629,"Flat 15, Banyan House, Lithos Road, London, NW3 6ES",11/02/2016,15/02/2016,1,2,163,385,E05000145,West Hampstead,E01000972,,525900,184914,-0.18564,51.54908,"(51.54908, -0.18564)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184623,26479,"Flat 3a, Express Buildings, 23 Heath Street, London, NW3 6TT",05/01/2017,09/01/2017,1,2,145,730,E05000133,Frognal and Fitzjohns,E01000879,,526319,185686,-0.179323,51.555924,"(51.555924, -0.179323)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184740,6051,"54 St Albans Villas, London, NW5 1QY",17/03/2016,21/03/2016,3,5,328,390,E05000137,Highgate,E01000909,,528330,186313,-0.150103,51.561105,"(51.561105, -0.150103)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190108,24899,"Flat 31, Farjeon House, Hilgrove Road, London, NW6 4TL",16/03/2017,20/03/2017,2,4,459,500,E05000144,Swiss Cottage,E01000961,,526597,184154,-0.175866,51.542094,"(51.542094, -0.175866)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288556,30964,"Flat 2, 67 Burghley Road, London, NW5 1UH",22/06/2017,26/06/2017,1,2,106,300,E05000139,Kentish Town,E01000928,,528918,185753,-0.141831,51.555939,"(51.555939, -0.141831)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185089,26558,"Flat 4,50 Britannia Street,London,WC1X 9JH",14/04/2016,18/04/2016,3,4,237,350,E05000141,King's Cross,E01000938,,530531,182887,-0.11964,51.529813,"(51.529813, -0.11964)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288670,29677,"Flat 18, Tapestry Apartments, 3 Canal Reach, London, N1C 4BA",29/09/2016,03/10/2016,2,4,380,400,E05000143,St Pancras and Somers Town,E01000953,,529910,183793,-0.128227,51.5381,"(51.5381, -0.128227)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288690,29435,"Flat 84, Rosebery Square East, Rosebery Avenue, London, EC1R 4PT",04/08/2016,08/08/2016,1,2,95,110,E05000138,Holborn and Covent Garden,E01000916,,531089,182162,-0.11187,51.523168,"(51.523168, -0.11187)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288730,29102,"Flat 5, Cromer House, Cromer Street, London, WC1H 8DB",19/05/2016,23/05/2016,1,2,109,180,E05000141,King's Cross,E01000941,,530269,182644,-0.123504,51.52769,"(51.52769, -0.123504)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198760,17505,"Flat 147, Southfleet, Malden Road, London, NW5 4DG",28/01/2016,01/02/2016,1,2,162,550,E05000136,Haverstock,E01000905,,528175,184780,-0.152896,51.547364,"(51.547364, -0.152896)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191646,26270,"Flat 38, Snowman House, Abbey Road, London, NW6 4DN",21/09/2017,25/09/2017,1,2,114,375,E05000140,Kilburn,E01000935,,525758,183964,-0.188026,51.540574,"(51.540574, -0.188026)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184637,25483,"Flat 34,Derby Lodge,Britannia Street,London,WC1X 9BS",22/06/2017,26/06/2017,1,1,75,220,E05000141,King's Cross,E01000938,,530669,182910,-0.117643,51.529988,"(51.529988, -0.117643)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181628,26344,"Flat 39, Cayford House, Lawn Road, London, NW3 2XG",07/07/2016,11/07/2016,2,4,438,550,E05000134,Gospel Oak,E01000892,,527512,185357,-0.162243,51.552699,"(51.552699, -0.162243)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288636,30053,"Flat 33, St Marys Flats, Doric Way, London, NW1 1LB",15/12/2016,02/01/2017,3,5,329,355,E05000143,St Pancras and Somers Town,E01000955,,529688,182797,-0.131818,51.529198,"(51.529198, -0.131818)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190603,40899,"Flat D, 30 Caversham Road, London, NW5 2DS",28/04/2016,02/05/2016,2,4,525,650,E05000139,Kentish Town,E01000922,,529240,184972,-0.137475,51.548847,"(51.548847, -0.137475)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
105112,1385,"15 Bowmore Walk,London,NW1 9XY",28/09/2017,02/10/2017,3,5,327,835,E05000131,Cantelowes,E01000868,,529800,184235,-0.129675,51.542095,"(51.542095, -0.129675)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188932,29309,"Flat 51, Sidney Boyd Court, West End Lane, London, NW6 4RA",26/10/2017,30/10/2017,2,4,490,965,E05000144,Swiss Cottage,E01000965,,525425,184195,-0.192743,51.542724,"(51.542724, -0.192743)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184773,5370,"45 Wellesley Road, London, NW5 4PN",23/03/2017,27/03/2017,0,0,106,320,E05000134,Gospel Oak,E01000891,,528185,185192,-0.152602,51.551064,"(51.551064, -0.152602)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181207,16634,"Flat 13, Springwater, New North Street, London, WC1N 3PH",27/07/2017,31/07/2017,2,0,270,500,E05000138,Holborn and Covent Garden,E01000915,,530519,181854,-0.120195,51.520532,"(51.520532, -0.120195)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108793,22749,"Flat 25, Hawkshead, Stanhope Street, London, NW1 3RJ",16/02/2017,20/02/2017,0,0,122,180,E05000142,Regent's Park,E01000950,,529111,182824,-0.140122,51.529573,"(51.529573, -0.140122)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180645,13918,"Flat 1, Rugmere, Ferdinand Street, London, NW1 8HE",21/07/2016,25/07/2016,2,4,460,270,E05000136,Haverstock,E01000904,,528413,184429,-0.149594,51.544156,"(51.544156, -0.149594)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
105990,4607,"37 Mornington Street,London,NW1 7QB",18/02/2016,22/02/2016,2,4,495,625,E05000142,Regent's Park,E01000948,,528927,183417,-0.14253,51.534946,"(51.534946, -0.14253)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193049,33713,"Flat 9, Coram House, Herbrand Street, London, WC1N 1HQ",14/04/2016,18/04/2016,1,2,162,220,E05000129,Bloomsbury,E01000852,,530062,182268,-0.126625,51.524358,"(51.524358, -0.126625)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197215,3960,"30 St Albans Villas, London, NW5 1QU",02/03/2017,06/03/2017,2,4,457,550,E05000137,Highgate,E01000909,,528344,186255,-0.149897,51.560584,"(51.560584, -0.149897)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186807,2238,"195 Grafton Road, London, NW5 4BH",04/08/2016,08/08/2016,1,2,151,430,E05000134,Gospel Oak,E01000891,,528321,185255,-0.150619,51.551599,"(51.551599, -0.150619)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
103741,31563,"Flat 7, 80 Camden High Street, London, NW1 0LT",15/12/2016,02/01/2017,1,2,135,300,E05000142,Regent's Park,E01000947,,529077,183620,-0.14032,51.536734,"(51.536734, -0.14032)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198573,15764,"Flat 12, Foster Court, Royal College Street, London, NW1 9NL",15/09/2016,19/09/2016,0,1,136,200,E05000131,Cantelowes,E01000867,,529156,184295,-0.138934,51.542782,"(51.542782, -0.138934)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286106,30405,"Apartment 303, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,240,220,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286091,30087,"Flat 10, 162-164 North Gower Street, London, NW1 2ND",22/12/2016,02/01/2017,2,3,248,420,E05000142,Regent's Park,E01000945,,529377,182465,-0.136421,51.526286,"(51.526286, -0.136421)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199380,15430,"Flat 114, Bacton, Haverstock Road, London, NW5 4PX",26/10/2017,30/10/2017,1,2,76,350,E05000134,Gospel Oak,E01000890,,528055,185334,-0.154424,51.55237,"(51.55237, -0.154424)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106014,1854,"17 Mornington Street,London,NW1 7QD",24/03/2016,28/03/2016,0,1,160,450,E05000142,Regent's Park,E01000948,,528958,183449,-0.142098,51.535224,"(51.535224, -0.142098)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286090,30084,"Flat 6, Cromer House, Cromer Street, London, WC1H 8DB",22/12/2016,02/01/2017,2,3,173,400,E05000141,King's Cross,E01000941,,530269,182644,-0.123504,51.52769,"(51.52769, -0.123504)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108459,23275,"Flat 27,Englefield,Clarence Gardens,London,NW1 3LN",09/02/2017,13/02/2017,0,1,127,200,E05000142,Regent's Park,E01000944,,529014,182633,-0.141589,51.527879,"(51.527879, -0.141589)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
289415,29351,"Flat A, 11 Rochester Road, London, NW1 9JH",14/07/2016,18/07/2016,1,1,104,170,E05000131,Cantelowes,E01000866,,529227,184533,-0.137824,51.544905,"(51.544905, -0.137824)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186824,1973,"18 Chester Road, London, N19 5BZ",28/07/2016,01/08/2016,5,9,19,910,E05000137,Highgate,E01000908,,528837,186617,-0.142656,51.563724,"(51.563724, -0.142656)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
289415,19913,"Flat A, 11 Rochester Road, London, NW1 9JH",14/07/2016,18/07/2016,1,1,104,170,E05000131,Cantelowes,E01000866,,529227,184533,-0.137824,51.544905,"(51.544905, -0.137824)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190557,36521,"Flat A, 7 Kingsgate Road, London, NW6 4TD",21/04/2016,25/04/2016,3,6,388,600,E05000140,Kilburn,E01000931,,525271,184039,-0.195018,51.541356,"(51.541356, -0.195018)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186208,24453,"Flat 3, Redman Building, Portpool Lane, London, EC1N 7UA",13/10/2016,17/10/2016,2,4,378,650,E05000138,Holborn and Covent Garden,E01000917,,531176,181949,-0.110695,51.521234,"(51.521234, -0.110695)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195133,22403,"Flat 24, Durston, Grafton Road, London, NW5 4RH",28/07/2016,01/08/2016,2,4,401,275,E05000136,Haverstock,E01000901,,528375,185057,-0.149912,51.549808,"(51.549808, -0.149912)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184913,14325,"Flat 10, Langhorne Court, Dorman Way, London, NW8 0SD",23/03/2017,27/03/2017,2,4,546,455,E05000144,Swiss Cottage,E01000961,,526579,184035,-0.176168,51.541029,"(51.541029, -0.176168)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286110,30417,"Apartment 401, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,225,400,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288645,29951,"Flat 7, 163 - 164 Iverson Road, Kilburn, NW6 2RB",24/11/2016,28/11/2016,3,4,242,380,E05000145,West Hampstead,E01000973,,525332,184779,-0.193875,51.547993,"(51.547993, -0.193875)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195842,1481,"15 Sarre Road,London,NW2 3SN",28/07/2016,01/08/2016,4,7,118,1780,E05000132,Fortune Green,E01000871,,524689,185266,-0.202971,51.552512,"(51.552512, -0.202971)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188913,26122,"Flat 37, Waxham, Mansfield Road, London, NW3 2JJ",16/11/2017,20/11/2017,1,2,102,630,E05000134,Gospel Oak,E01000890,,527854,185408,-0.157295,51.55308,"(51.55308, -0.157295)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182249,23456,"Flat 28, Bacton, Haverstock Road, London, NW5 4PU",16/03/2017,20/03/2017,1,2,90,350,E05000134,Gospel Oak,E01000890,,528055,185334,-0.154424,51.55237,"(51.55237, -0.154424)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195271,15861,"Flat 12, Linfield, Sidmouth Street, London, WC1H 8JN",24/03/2016,28/03/2016,2,4,434,575,E05000141,King's Cross,E01000937,,530564,182599,-0.119271,51.527217,"(51.527217, -0.119271)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288645,29941,"Flat 3, 163 - 164 Iverson Road, Kilburn, NW6 2RB",24/11/2016,28/11/2016,3,4,242,400,E05000145,West Hampstead,E01000973,,525332,184779,-0.193875,51.547993,"(51.547993, -0.193875)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108060,18381,"Flat 16, Kendal, Augustus Street, London, NW1 3TD",27/07/2017,31/07/2017,2,3,410,810,E05000142,Regent's Park,E01000949,,528955,182946,-0.142325,51.530705,"(51.530705, -0.142325)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192586,29403,"Flat 52, Ludham, Lismore Circus, London, NW5 4SF",09/11/2017,13/11/2017,2,4,387,810,E05000134,Gospel Oak,E01000890,,527940,185396,-0.156034,51.552955,"(51.552955, -0.156034)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198626,21040,"Flat 20, Primrose Hill Court, King Henry's Road, London, NW3 3QS",16/03/2017,20/03/2017,4,7,98,375,E05000130,Camden Town with Primrose Hill,E01000857,,527683,184184,-0.160204,51.542119,"(51.542119, -0.160204)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199590,7860,"9 Vicar's Road, London, NW5 4NN",31/08/2017,04/09/2017,3,5,224,525,E05000134,Gospel Oak,E01000891,,528228,185321,-0.151935,51.552214,"(51.552214, -0.151935)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
